poly_time,kalshi_time,poly_yes,poly_no,kalshi_yes,kalshi_no,arb_size,poly_side,kalshi_side
1728304064,1728304054,0.259,0.741,0.25,0.75,5,NO,YES
1728304064,1728304054,0.259,0.741,0.25,0.75,75,NO,YES
1728304286,1728304377,0.257,0.743,0.24,0.76,6,NO,YES
1728304288,1728304377,0.257,0.743,0.24,0.76,47,NO,YES
1728304288,1728304377,0.257,0.743,0.24,0.76,27,NO,YES
1728304788,1728305052,0.257,0.743,0.26,0.74,3,YES,NO
1728307081,1728307289,0.26,0.74,0.25,0.75,2,NO,YES
1728307081,1728307289,0.259,0.741,0.25,0.75,16,NO,YES
1728307179,1728307289,0.26,0.74,0.25,0.75,7,NO,YES
1728310367,1728310641,0.26,0.74,0.25,0.75,4,NO,YES
1728310607,1728310641,0.26,0.74,0.25,0.75,4,NO,YES
1728310695,1728310641,0.258,0.742,0.25,0.75,11,NO,YES
1728311259,1728311493,0.258,0.742,0.24,0.76,44,NO,YES
1728311259,1728311493,0.258,0.742,0.23,0.77,146,NO,YES
1728311321,1728311493,0.258,0.742,0.23,0.77,190,NO,YES
1728311325,1728311493,0.258,0.742,0.23,0.77,10,NO,YES
1728311369,1728311493,0.258,0.742,0.23,0.77,502,NO,YES
1728311369,1728311493,0.258,0.742,0.23,0.77,108,NO,YES
1728311403,1728311695,0.259,0.741,0.25,0.75,16,NO,YES
1728311403,1728311695,0.259,0.741,0.25,0.75,41,NO,YES
1728314115,1728314403,0.258,0.742,0.25,0.75,40,NO,YES
1728315539,1728315777,0.26,0.74,0.23,0.77,54,NO,YES
1728315539,1728315777,0.26,0.74,0.24,0.76,41,NO,YES
1728316423,1728316487,0.261,0.739,0.23,0.77,5,NO,YES
1728316835,1728317022,0.261,0.739,0.24,0.76,5,NO,YES
1728317095,1728317316,0.261,0.739,0.24,0.76,5,NO,YES
1728320104,1728320248,0.266,0.734,0.25,0.75,5,NO,YES
1728320104,1728320248,0.266,0.734,0.25,0.75,144,NO,YES
1728320430,1728320708,0.275,0.725,0.26,0.74,100,NO,YES
1728321008,1728321156,0.276,0.724,0.26,0.74,100,NO,YES
1728321872,1728322119,0.279,0.721,0.25,0.75,65,NO,YES
1728322324,1728322504,0.279,0.721,0.27,0.73,14,NO,YES
1728322436,1728322504,0.279,0.721,0.27,0.73,36,NO,YES
1728323328,1728323530,0.274,0.726,0.27,0.73,2,NO,YES
1728323428,1728323530,0.274,0.726,0.27,0.73,109,NO,YES
1728324042,1728324150,0.275,0.725,0.26,0.74,6,NO,YES
1728324042,1728324150,0.275,0.725,0.26,0.74,19,NO,YES
1728324042,1728324150,0.275,0.725,0.25,0.75,33,NO,YES
1728324408,1728324150,0.273,0.727,0.25,0.75,42,NO,YES
1728324956,1728325220,0.275,0.725,0.25,0.75,54,NO,YES
1728324974,1728325220,0.272,0.728,0.25,0.75,13,NO,YES
1728324974,1728325220,0.272,0.728,0.25,0.75,40,NO,YES
1728325120,1728325220,0.272,0.728,0.25,0.75,190,NO,YES
1728325120,1728325220,0.272,0.728,0.25,0.75,34,NO,YES
1728325952,1728326245,0.272,0.728,0.27,0.73,1,NO,YES
1728325954,1728326245,0.272,0.728,0.27,0.73,13,NO,YES
1728326086,1728326245,0.272,0.728,0.27,0.73,162,NO,YES
1728328724,1728329023,0.271,0.729,0.25,0.75,190,NO,YES
1728328732,1728329023,0.271,0.729,0.25,0.75,35,NO,YES
1728330050,1728330213,0.282,0.718,0.28,0.72,97,NO,YES
1728330050,1728330213,0.282,0.718,0.27,0.73,44,NO,YES
1728330108,1728330213,0.282,0.718,0.27,0.73,56,NO,YES
1728330386,1728330213,0.281,0.719,0.27,0.73,190,NO,YES
1728330392,1728330213,0.281,0.719,0.27,0.73,10,NO,YES
1728330392,1728330213,0.281,0.719,0.26,0.74,30,NO,YES
1728330392,1728330213,0.281,0.719,0.27,0.73,115,NO,YES
1728330402,1728330213,0.281,0.719,0.27,0.73,85,NO,YES
1728330402,1728330213,0.281,0.719,0.27,0.73,251,NO,YES
1728330402,1728330380,0.281,0.719,0.28,0.72,71,NO,YES
1728332874,1728333146,0.28,0.72,0.26,0.74,30,NO,YES
1728332874,1728333146,0.28,0.72,0.26,0.74,36,NO,YES
1728333008,1728333239,0.28,0.72,0.26,0.74,55,NO,YES
1728333010,1728333239,0.28,0.72,0.26,0.74,9,NO,YES
1728333066,1728333239,0.28,0.72,0.25,0.75,24,NO,YES
1728333258,1728333239,0.28,0.72,0.25,0.75,45,NO,YES
1728333474,1728333689,0.281,0.719,0.28,0.72,3,NO,YES
1728333474,1728333689,0.281,0.719,0.27,0.73,33,NO,YES
1728336014,1728336296,0.278,0.722,0.28,0.72,1,YES,NO
1728336284,1728336331,0.277,0.723,0.28,0.72,3,YES,NO
1728337900,1728338146,0.274,0.726,0.28,0.72,161,YES,NO
1728338024,1728338146,0.276,0.724,0.28,0.72,40,YES,NO
1728338024,1728338146,0.276,0.724,0.28,0.72,141,YES,NO
1728338328,1728338146,0.275,0.725,0.28,0.72,35,YES,NO
1728338412,1728338146,0.275,0.725,0.28,0.72,65,YES,NO
1728338412,1728338146,0.274,0.726,0.28,0.72,200,YES,NO
1728338434,1728338146,0.275,0.725,0.28,0.72,65,YES,NO
1728338434,1728338146,0.275,0.725,0.28,0.72,250,YES,NO
1728338434,1728338146,0.275,0.725,0.28,0.72,185,YES,NO
1728339772,1728339939,0.273,0.727,0.28,0.72,35,YES,NO
1728340686,1728340949,0.256,0.744,0.28,0.72,100,YES,NO
1728340686,1728340949,0.256,0.744,0.28,0.72,75,YES,NO
1728340686,1728340949,0.256,0.744,0.28,0.72,74,YES,NO
1728341212,1728340949,0.259,0.741,0.28,0.72,38,YES,NO
1728342112,1728342329,0.257,0.743,0.26,0.74,33,YES,NO
1728342112,1728342329,0.257,0.743,0.26,0.74,600,YES,NO
1728342520,1728342521,0.259,0.741,0.27,0.73,3,YES,NO
1728342750,1728342947,0.256,0.744,0.27,0.73,1,YES,NO
1728344248,1728344247,0.255,0.745,0.27,0.73,120,YES,NO
1728344260,1728344247,0.255,0.745,0.27,0.73,65,YES,NO
1728346386,1728346414,0.254,0.746,0.25,0.75,155,NO,YES
1728349058,1728349213,0.253,0.747,0.26,0.74,38,YES,NO
1728350168,1728350429,0.252,0.748,0.26,0.74,19,YES,NO
1728351076,1728351303,0.252,0.748,0.25,0.75,6,NO,YES
1728352874,1728352638,0.249,0.751,0.25,0.75,20,YES,NO
1728353848,1728353864,0.25,0.75,0.24,0.76,1,NO,YES
1728354102,1728353864,0.25,0.75,0.24,0.76,148,NO,YES
1728354102,1728353864,0.25,0.75,0.24,0.76,101,NO,YES
1728354102,1728353864,0.25,0.75,0.24,0.76,100,NO,YES
1728354102,1728353864,0.25,0.75,0.24,0.76,250,NO,YES
1728354102,1728353864,0.25,0.75,0.24,0.76,250,NO,YES
1728354102,1728353977,0.25,0.75,0.23,0.77,194,NO,YES
1728354102,1728354240,0.251,0.749,0.25,0.75,99,NO,YES
1728355042,1728355205,0.25,0.75,0.23,0.77,9,NO,YES
1728355042,1728355205,0.25,0.75,0.23,0.77,22,NO,YES
1728357190,1728357154,0.265,0.735,0.25,0.75,1,NO,YES
1728358646,1728358581,0.267,0.733,0.23,0.77,25,NO,YES
1728358646,1728358581,0.267,0.733,0.23,0.77,16,NO,YES
1728359312,1728359422,0.264,0.736,0.24,0.76,5,NO,YES
1728359574,1728359422,0.264,0.736,0.24,0.76,5,NO,YES
1728388882,1728389178,0.26,0.74,0.23,0.77,10,NO,YES
1728390556,1728390278,0.26,0.74,0.24,0.76,96,NO,YES
1728391476,1728391629,0.261,0.739,0.24,0.76,96,NO,YES
1728392700,1728392945,0.261,0.739,0.25,0.75,40,NO,YES
1728393660,1728393656,0.26,0.74,0.25,0.75,125,NO,YES
1728393660,1728393656,0.26,0.74,0.25,0.75,10,NO,YES
1728395354,1728395601,0.26,0.74,0.25,0.75,80,NO,YES
1728398806,1728398668,0.261,0.739,0.25,0.75,14,NO,YES
1728398872,1728398668,0.26,0.74,0.25,0.75,26,NO,YES
1728398872,1728398944,0.26,0.74,0.25,0.75,40,NO,YES
1728399922,1728400147,0.26,0.74,0.25,0.75,150,NO,YES
1728400086,1728400147,0.26,0.74,0.25,0.75,93,NO,YES
1728400086,1728400147,0.26,0.74,0.25,0.75,7,NO,YES
1728400808,1728401090,0.26,0.74,0.25,0.75,7,NO,YES
1728400808,1728401090,0.26,0.74,0.25,0.75,33,NO,YES
1728400960,1728401201,0.261,0.739,0.24,0.76,40,NO,YES
1728402660,1728402953,0.262,0.738,0.25,0.75,3,NO,YES
1728402660,1728402953,0.261,0.739,0.25,0.75,37,NO,YES
1728404191,1728404306,0.262,0.738,0.24,0.76,5,NO,YES
1728404453,1728404306,0.261,0.739,0.24,0.76,60,NO,YES
1728404453,1728404322,0.261,0.739,0.25,0.75,6,NO,YES
1728404483,1728404322,0.262,0.738,0.25,0.75,34,NO,YES
1728404483,1728404453,0.262,0.738,0.24,0.76,32,NO,YES
1728404617,1728404453,0.262,0.738,0.24,0.76,7,NO,YES
1728404755,1728405052,0.262,0.738,0.24,0.76,82,NO,YES
1728404755,1728405052,0.262,0.738,0.24,0.76,117,NO,YES
1728404755,1728405052,0.262,0.738,0.23,0.77,193,NO,YES
1728406489,1728406311,0.262,0.738,0.23,0.77,129,NO,YES
1728406489,1728406512,0.262,0.738,0.23,0.77,49,NO,YES
1728406489,1728406512,0.262,0.738,0.23,0.77,80,NO,YES
1728409388,1728409643,0.265,0.735,0.24,0.76,356,NO,YES
1728410756,1728410818,0.269,0.731,0.24,0.76,160,NO,YES
1728412144,1728412226,0.269,0.731,0.25,0.75,8,NO,YES
1728413832,1728413552,0.27,0.73,0.24,0.76,8,NO,YES
1728414088,1728414360,0.271,0.729,0.25,0.75,20,NO,YES
1728418148,1728417980,0.272,0.728,0.24,0.76,8,NO,YES
1728418148,1728417980,0.272,0.728,0.24,0.76,92,NO,YES
1728420800,1728420791,0.275,0.725,0.25,0.75,8,NO,YES
1728420800,1728420791,0.275,0.725,0.25,0.75,36,NO,YES
1728421672,1728421876,0.275,0.725,0.25,0.75,5,NO,YES
1728421672,1728421876,0.275,0.725,0.25,0.75,66,NO,YES
1728421686,1728421876,0.272,0.728,0.25,0.75,329,NO,YES
1728422722,1728422551,0.272,0.728,0.25,0.75,5,NO,YES
1728422722,1728422551,0.272,0.728,0.25,0.75,35,NO,YES
1728422722,1728422691,0.272,0.728,0.24,0.76,20,NO,YES
1728422808,1728422691,0.273,0.727,0.24,0.76,30,NO,YES
1728423450,1728423645,0.272,0.728,0.25,0.75,39,NO,YES
1728424270,1728424399,0.272,0.728,0.26,0.74,20,NO,YES
1728424270,1728424399,0.272,0.728,0.26,0.74,5,NO,YES
1728424270,1728424399,0.272,0.728,0.26,0.74,5,NO,YES
1728424270,1728424399,0.272,0.728,0.26,0.74,2,NO,YES
1728424270,1728424399,0.272,0.728,0.26,0.74,6,NO,YES
1728427650,1728427906,0.268,0.732,0.26,0.74,1,NO,YES
1728430484,1728430684,0.269,0.731,0.25,0.75,100,NO,YES
1728430484,1728430684,0.269,0.731,0.25,0.75,7,NO,YES
1728431196,1728431141,0.269,0.731,0.25,0.75,3,NO,YES
1728432436,1728432370,0.274,0.726,0.25,0.75,5,NO,YES
1728432836,1728432557,0.273,0.727,0.25,0.75,37,NO,YES
1728432980,1728432714,0.265,0.735,0.23,0.77,2,NO,YES
1728432990,1728432714,0.265,0.735,0.23,0.77,30,NO,YES
1728432990,1728432714,0.265,0.735,0.23,0.77,32,NO,YES
1728435158,1728435162,0.265,0.735,0.24,0.76,41,NO,YES
1728436591,1728436780,0.265,0.735,0.24,0.76,43,NO,YES
1728436591,1728436780,0.265,0.735,0.24,0.76,34,NO,YES
1728436591,1728436780,0.267,0.733,0.24,0.76,6,NO,YES
1728438313,1728438506,0.266,0.734,0.24,0.76,41,NO,YES
1728440363,1728440585,0.265,0.735,0.24,0.76,6,NO,YES
1728440363,1728440585,0.265,0.735,0.24,0.76,22,NO,YES
1728440741,1728440585,0.265,0.735,0.24,0.76,388,NO,YES
1728440741,1728440830,0.265,0.735,0.24,0.76,41,NO,YES
1728440741,1728440963,0.265,0.735,0.24,0.76,51,NO,YES
1728440799,1728440963,0.265,0.735,0.24,0.76,32,NO,YES
1728441363,1728441372,0.267,0.733,0.24,0.76,60,NO,YES
1728441391,1728441372,0.269,0.731,0.24,0.76,2,NO,YES
1728443056,1728443178,0.268,0.732,0.24,0.76,5,NO,YES
1728443158,1728443178,0.267,0.733,0.24,0.76,18,NO,YES
1728443158,1728443224,0.267,0.733,0.24,0.76,83,NO,YES
1728444520,1728444777,0.268,0.732,0.24,0.76,25,NO,YES
1728444520,1728444777,0.268,0.732,0.24,0.76,45,NO,YES
1728475137,1728475369,0.271,0.729,0.25,0.75,4,NO,YES
1728476037,1728476333,0.27,0.73,0.24,0.76,8,NO,YES
1728476397,1728476333,0.27,0.73,0.24,0.76,37,NO,YES
1728478075,1728478107,0.271,0.729,0.24,0.76,624,NO,YES
1728480139,1728480439,0.272,0.728,0.23,0.77,50,NO,YES
1728480139,1728480439,0.272,0.728,0.23,0.77,41,NO,YES
1728480191,1728480439,0.273,0.727,0.23,0.77,41,NO,YES
1728482470,1728482688,0.272,0.728,0.23,0.77,5,NO,YES
1728482566,1728482688,0.272,0.728,0.23,0.77,21,NO,YES
1728483537,1728483702,0.272,0.728,0.23,0.77,86,NO,YES
1728484725,1728484712,0.273,0.727,0.23,0.77,21,NO,YES
1728484941,1728485194,0.273,0.727,0.23,0.77,2,NO,YES
1728485143,1728485194,0.272,0.728,0.23,0.77,11,NO,YES
1728485205,1728485194,0.273,0.727,0.23,0.77,73,NO,YES
1728485370,1728485194,0.273,0.727,0.23,0.77,314,NO,YES
1728487388,1728487408,0.273,0.727,0.24,0.76,41,NO,YES
1728488196,1728488365,0.273,0.727,0.24,0.76,83,NO,YES
1728488700,1728488972,0.273,0.727,0.24,0.76,56,NO,YES
1728488830,1728488972,0.273,0.727,0.24,0.76,13,NO,YES
1728488912,1728488972,0.272,0.728,0.24,0.76,50,NO,YES
1728492950,1728492886,0.272,0.728,0.23,0.77,1,NO,YES
1728494016,1728494144,0.273,0.727,0.23,0.77,7,NO,YES
1728495464,1728495417,0.271,0.729,0.23,0.77,2,NO,YES
1728495720,1728495602,0.273,0.727,0.23,0.77,88,NO,YES
1728495720,1728495602,0.273,0.727,0.23,0.77,12,NO,YES
1728495720,1728495634,0.273,0.727,0.23,0.77,21,NO,YES
1728495720,1728495634,0.272,0.728,0.23,0.77,44,NO,YES
1728496524,1728496234,0.271,0.729,0.23,0.77,21,NO,YES
1728496524,1728496237,0.271,0.729,0.23,0.77,18,NO,YES
1728496524,1728496298,0.271,0.729,0.23,0.77,110,NO,YES
1728496524,1728496681,0.271,0.729,0.24,0.76,50,NO,YES
1728496524,1728496681,0.271,0.729,0.24,0.76,58,NO,YES
1728496524,1728496681,0.271,0.729,0.24,0.76,100,NO,YES
1728497168,1728497093,0.272,0.728,0.24,0.76,109,NO,YES
1728497168,1728497093,0.272,0.728,0.24,0.76,250,NO,YES
1728497372,1728497093,0.272,0.728,0.24,0.76,349,NO,YES
1728497372,1728497293,0.272,0.728,0.23,0.77,50,NO,YES
1728497372,1728497293,0.272,0.728,0.23,0.77,1,NO,YES
1728497372,1728497293,0.272,0.728,0.23,0.77,89,NO,YES
1728497372,1728497293,0.272,0.728,0.23,0.77,100,NO,YES
1728501066,1728501152,0.273,0.727,0.23,0.77,366,NO,YES
1728501136,1728501152,0.273,0.727,0.23,0.77,40,NO,YES
1728501466,1728501212,0.271,0.729,0.23,0.77,72,NO,YES
1728501492,1728501212,0.273,0.727,0.23,0.77,28,NO,YES
1728501492,1728501584,0.273,0.727,0.23,0.77,25,NO,YES
1728502576,1728502822,0.273,0.727,0.22,0.78,4,NO,YES
1728502796,1728502822,0.272,0.728,0.22,0.78,13,NO,YES
1728502870,1728502822,0.272,0.728,0.22,0.78,3,NO,YES
1728504062,1728504257,0.275,0.725,0.23,0.77,13,NO,YES
1728505524,1728505396,0.271,0.729,0.23,0.77,39,NO,YES
1728505524,1728505396,0.271,0.729,0.23,0.77,140,NO,YES
1728505524,1728505396,0.271,0.729,0.23,0.77,38,NO,YES
1728506344,1728506411,0.271,0.729,0.23,0.77,207,NO,YES
1728506346,1728506411,0.271,0.729,0.23,0.77,445,NO,YES
1728506346,1728506428,0.271,0.729,0.24,0.76,82,NO,YES
1728506346,1728506428,0.271,0.729,0.23,0.77,1,NO,YES
1728506346,1728506519,0.271,0.729,0.24,0.76,65,NO,YES
1728506346,1728506519,0.271,0.729,0.24,0.76,18,NO,YES
1728506534,1728506834,0.271,0.729,0.24,0.76,35,NO,YES
1728506534,1728506834,0.271,0.729,0.24,0.76,260,NO,YES
1728506534,1728506834,0.271,0.729,0.24,0.76,100,NO,YES
1728507214,1728507186,0.271,0.729,0.24,0.76,8,NO,YES
1728507386,1728507186,0.271,0.729,0.24,0.76,21,NO,YES
1728507932,1728507797,0.273,0.727,0.23,0.77,2,NO,YES
1728507932,1728508055,0.273,0.727,0.24,0.76,1,NO,YES
1728507938,1728508055,0.271,0.729,0.24,0.76,124,NO,YES
1728510228,1728510335,0.273,0.727,0.24,0.76,4,NO,YES
1728510228,1728510378,0.273,0.727,0.24,0.76,36,NO,YES
1728510246,1728510378,0.27,0.73,0.24,0.76,40,NO,YES
1728510512,1728510378,0.273,0.727,0.24,0.76,340,NO,YES
1728510512,1728510432,0.273,0.727,0.24,0.76,83,NO,YES
1728511382,1728511108,0.272,0.728,0.23,0.77,51,NO,YES
1728511382,1728511108,0.272,0.728,0.23,0.77,13,NO,YES
1728511382,1728511238,0.272,0.728,0.23,0.77,34,NO,YES
1728511382,1728511415,0.272,0.728,0.23,0.77,4,NO,YES
1728511424,1728511415,0.272,0.728,0.23,0.77,51,NO,YES
1728511592,1728511415,0.272,0.728,0.23,0.77,155,NO,YES
1728511594,1728511415,0.272,0.728,0.23,0.77,204,NO,YES
1728513060,1728513331,0.272,0.728,0.23,0.77,4,NO,YES
1728513242,1728513331,0.273,0.727,0.23,0.77,6,NO,YES
1728513332,1728513331,0.272,0.728,0.23,0.77,1,NO,YES
1728513988,1728513848,0.273,0.727,0.24,0.76,9,NO,YES
1728514388,1728514620,0.273,0.727,0.24,0.76,73,NO,YES
1728515535,1728515730,0.274,0.726,0.24,0.76,50,NO,YES
1728518083,1728517879,0.272,0.728,0.24,0.76,112,NO,YES
1728521499,1728521601,0.271,0.729,0.23,0.77,22,NO,YES
1728522831,1728522895,0.271,0.729,0.24,0.76,41,NO,YES
1728530705,1728530989,0.268,0.732,0.22,0.78,25,NO,YES
1728531037,1728531076,0.269,0.731,0.23,0.77,316,NO,YES
1728531037,1728531076,0.269,0.731,0.23,0.77,32,NO,YES
1728531119,1728531076,0.268,0.732,0.23,0.77,26,NO,YES
1728531209,1728531076,0.269,0.731,0.23,0.77,26,NO,YES
1728531289,1728531076,0.268,0.732,0.23,0.77,27,NO,YES
1728531303,1728531076,0.269,0.731,0.23,0.77,27,NO,YES
1728531479,1728531693,0.268,0.732,0.23,0.77,4,NO,YES
1728531479,1728531726,0.268,0.732,0.23,0.77,345,NO,YES
1728531663,1728531726,0.268,0.732,0.23,0.77,155,NO,YES
1728531707,1728531726,0.268,0.732,0.23,0.77,21,NO,YES
1728531707,1728531800,0.268,0.732,0.24,0.76,4,NO,YES
1728562102,1728562385,0.268,0.732,0.23,0.77,4,NO,YES
1728562412,1728562496,0.268,0.732,0.23,0.77,1,NO,YES
1728565405,1728565693,0.269,0.731,0.23,0.77,87,NO,YES
1728565665,1728565932,0.269,0.731,0.23,0.77,30,NO,YES
1728565665,1728565932,0.271,0.729,0.23,0.77,69,NO,YES
1728566205,1728566205,0.268,0.732,0.22,0.78,1,NO,YES
1728566245,1728566205,0.27,0.73,0.22,0.78,1,NO,YES
1728566333,1728566205,0.27,0.73,0.22,0.78,1,NO,YES
1728566341,1728566205,0.268,0.732,0.22,0.78,1,NO,YES
1728566521,1728566284,0.268,0.732,0.23,0.77,4,NO,YES
1728566589,1728566855,0.269,0.731,0.23,0.77,1,NO,YES
1728566701,1728566855,0.268,0.732,0.23,0.77,1,NO,YES
1728566751,1728566855,0.268,0.732,0.23,0.77,24,NO,YES
1728566953,1728567213,0.268,0.732,0.23,0.77,43,NO,YES
1728567469,1728567764,0.271,0.729,0.23,0.77,1,NO,YES
1728567495,1728567764,0.268,0.732,0.23,0.77,1,NO,YES
1728567557,1728567764,0.268,0.732,0.23,0.77,1,NO,YES
1728567561,1728567764,0.268,0.732,0.23,0.77,1,NO,YES
1728567599,1728567764,0.271,0.729,0.23,0.77,2,NO,YES
1728567615,1728567764,0.271,0.729,0.23,0.77,1,NO,YES
1728567661,1728567764,0.271,0.729,0.23,0.77,1,NO,YES
1728567663,1728567764,0.271,0.729,0.23,0.77,4,NO,YES
1728567687,1728567764,0.269,0.731,0.23,0.77,1,NO,YES
1728567703,1728567764,0.27,0.73,0.23,0.77,1,NO,YES
1728567811,1728567764,0.269,0.731,0.23,0.77,1,NO,YES
1728567879,1728567764,0.269,0.731,0.23,0.77,251,NO,YES
1728567879,1728567764,0.269,0.731,0.23,0.77,121,NO,YES
1728567903,1728567764,0.27,0.73,0.23,0.77,121,NO,YES
1728567903,1728567764,0.27,0.73,0.23,0.77,248,NO,YES
1728568053,1728567764,0.27,0.73,0.23,0.77,1,NO,YES
1728568061,1728567764,0.269,0.731,0.23,0.77,96,NO,YES
1728568069,1728567818,0.269,0.731,0.23,0.77,369,NO,YES
1728568121,1728567881,0.27,0.73,0.22,0.78,26,NO,YES
1728568121,1728567954,0.27,0.73,0.23,0.77,217,NO,YES
1728568792,1728568960,0.269,0.731,0.23,0.77,1,NO,YES
1728568832,1728568960,0.269,0.731,0.23,0.77,44,NO,YES
1728568878,1728569159,0.27,0.73,0.23,0.77,1,NO,YES
1728568882,1728569159,0.269,0.731,0.23,0.77,1,NO,YES
1728568888,1728569159,0.269,0.731,0.23,0.77,249,NO,YES
1728568902,1728569159,0.269,0.731,0.23,0.77,199,NO,YES
1728569052,1728569342,0.269,0.731,0.23,0.77,1,NO,YES
1728569194,1728569342,0.27,0.73,0.23,0.77,2,NO,YES
1728569268,1728569342,0.269,0.731,0.23,0.77,18,NO,YES
1728570696,1728570996,0.269,0.731,0.23,0.77,4,NO,YES
1728570896,1728571186,0.269,0.731,0.22,0.78,31,NO,YES
1728570924,1728571186,0.27,0.73,0.22,0.78,11,NO,YES
1728570924,1728571194,0.27,0.73,0.23,0.77,43,NO,YES
1728571682,1728571854,0.269,0.731,0.23,0.77,50,NO,YES
1728572326,1728572624,0.267,0.733,0.23,0.77,1,NO,YES
1728572366,1728572624,0.267,0.733,0.23,0.77,1,NO,YES
1728572366,1728572624,0.267,0.733,0.23,0.77,2,NO,YES
1728572370,1728572624,0.267,0.733,0.23,0.77,1,NO,YES
1728572476,1728572624,0.267,0.733,0.23,0.77,1,NO,YES
1728572714,1728572624,0.267,0.733,0.23,0.77,2,NO,YES
1728572766,1728572624,0.268,0.732,0.23,0.77,174,NO,YES
1728572766,1728572624,0.268,0.732,0.23,0.77,18,NO,YES
1728572966,1728573195,0.268,0.732,0.24,0.76,5,NO,YES
1728573004,1728573195,0.267,0.733,0.24,0.76,99,NO,YES
1728574470,1728574702,0.268,0.732,0.24,0.76,44,NO,YES
1728574470,1728574702,0.268,0.732,0.24,0.76,206,NO,YES
1728576524,1728576716,0.268,0.732,0.24,0.76,5,NO,YES
1728576590,1728576716,0.267,0.733,0.24,0.76,145,NO,YES
1728577622,1728577506,0.268,0.732,0.24,0.76,54,NO,YES
1728577622,1728577506,0.268,0.732,0.24,0.76,71,NO,YES
1728577878,1728578016,0.268,0.732,0.24,0.76,83,NO,YES
1728580184,1728580479,0.268,0.732,0.24,0.76,83,NO,YES
1728580998,1728581195,0.269,0.731,0.24,0.76,200,NO,YES
1728580998,1728581250,0.269,0.731,0.24,0.76,96,NO,YES
1728581000,1728581250,0.269,0.731,0.24,0.76,5,NO,YES
1728581000,1728581250,0.268,0.732,0.24,0.76,99,NO,YES
1728581506,1728581516,0.268,0.732,0.24,0.76,13,NO,YES
1728581758,1728581516,0.268,0.732,0.24,0.76,75,NO,YES
1728581942,1728582167,0.269,0.731,0.24,0.76,63,NO,YES
1728581998,1728582167,0.269,0.731,0.24,0.76,145,NO,YES
1728584226,1728584515,0.268,0.732,0.24,0.76,41,NO,YES
1728584516,1728584793,0.269,0.731,0.23,0.77,4,NO,YES
1728585680,1728585893,0.269,0.731,0.24,0.76,50,NO,YES
1728585788,1728585893,0.269,0.731,0.24,0.76,54,NO,YES
1728585788,1728586006,0.269,0.731,0.24,0.76,7,NO,YES
1728585788,1728586006,0.269,0.731,0.24,0.76,110,NO,YES
1728585810,1728586006,0.269,0.731,0.24,0.76,256,NO,YES
1728585810,1728586006,0.269,0.731,0.24,0.76,8,NO,YES
1728585810,1728586006,0.268,0.732,0.24,0.76,107,NO,YES
1728586544,1728586785,0.27,0.73,0.24,0.76,2,NO,YES
1728586904,1728586785,0.267,0.733,0.24,0.76,5,NO,YES
1728586904,1728586785,0.267,0.733,0.24,0.76,68,NO,YES
1728586904,1728586785,0.267,0.733,0.24,0.76,26,NO,YES
1728587130,1728586938,0.267,0.733,0.24,0.76,5,NO,YES
1728587220,1728586938,0.267,0.733,0.24,0.76,2,NO,YES
1728587222,1728586938,0.266,0.734,0.24,0.76,97,NO,YES
1728587222,1728587220,0.266,0.734,0.24,0.76,14,NO,YES
1728587222,1728587220,0.267,0.733,0.24,0.76,183,NO,YES
1728587314,1728587220,0.266,0.734,0.24,0.76,5,NO,YES
1728587500,1728587220,0.269,0.731,0.24,0.76,1,NO,YES
1728587586,1728587709,0.27,0.73,0.24,0.76,8,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,44,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,448,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,5,NO,YES
1728587586,1728587884,0.269,0.731,0.23,0.77,103,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,600,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,156,NO,YES
1728587586,1728587884,0.27,0.73,0.23,0.77,106,NO,YES
1728588454,1728588197,0.269,0.731,0.24,0.76,4,NO,YES
1728588480,1728588197,0.266,0.734,0.24,0.76,2,NO,YES
1728588508,1728588220,0.269,0.731,0.25,0.75,4,NO,YES
1728588544,1728588481,0.266,0.734,0.25,0.75,2,NO,YES
1728588582,1728588481,0.269,0.731,0.25,0.75,1,NO,YES
1728588582,1728588680,0.269,0.731,0.25,0.75,1,NO,YES
1728588592,1728588680,0.266,0.734,0.25,0.75,4,NO,YES
1728588602,1728588680,0.266,0.734,0.25,0.75,2,NO,YES
1728588606,1728588680,0.269,0.731,0.25,0.75,4,NO,YES
1728588612,1728588680,0.266,0.734,0.25,0.75,4,NO,YES
1728588618,1728588680,0.269,0.731,0.25,0.75,2,NO,YES
1728588688,1728588680,0.269,0.731,0.25,0.75,2,NO,YES
1728588722,1728588680,0.266,0.734,0.25,0.75,4,NO,YES
1728588740,1728588680,0.266,0.734,0.25,0.75,9,NO,YES
1728588746,1728588680,0.266,0.734,0.25,0.75,21,NO,YES
1728588764,1728588680,0.266,0.734,0.25,0.75,2,NO,YES
1728588792,1728588680,0.266,0.734,0.25,0.75,2,NO,YES
1728588878,1728588680,0.266,0.734,0.25,0.75,3,NO,YES
1728588882,1728588680,0.269,0.731,0.25,0.75,1,NO,YES
1728588902,1728588680,0.266,0.734,0.25,0.75,13,NO,YES
1728588912,1728588680,0.269,0.731,0.25,0.75,1,NO,YES
